date,open,high,low,close,volume,amount,stock_code,stock_name,market
2018-08-22,311.01,317.1,306.77,315.99,31393338,10322599594.0,HK.00700,腾讯控股,HK
2018-08-23,319.31,319.5,311.01,315.62,21762544,7195647642.0,HK.00700,腾讯控股,HK
2018-08-24,310.09,314.7,309.72,311.01,19032403,6218584797.0,HK.00700,腾讯控股,HK
2018-08-27,315.99,317.47,313.04,317.47,15143128,5016120801.0,HK.00700,腾讯控股,HK
2018-08-28,321.15,324.66,317.84,321.52,22317323,7515940916.0,HK.00700,腾讯控股,HK
2018-08-29,321.15,322.08,314.52,317.28,17066366,5688273124.0,HK.00700,腾讯控股,HK
2018-08-30,317.65,318.94,312.3,314.15,13159737,4341993084.0,HK.00700,腾讯控股,HK
2018-08-31,297.74,301.43,296.26,298.11,55914240,17524559858.0,HK.00700,腾讯控股,HK
2018-09-03,292.02,293.68,287.6,291.47,30018694,9168154348.0,HK.00700,腾讯控股,HK
2018-09-04,288.15,299.03,287.97,296.82,19553616,6074168567.0,HK.00700,腾讯控股,HK
2018-09-05,290.92,292.02,282.62,284.1,34147898,10344925406.0,HK.00700,腾讯控股,HK
2018-09-06,275.98,282.25,272.3,274.69,48041646,14002701118.0,HK.00700,腾讯控股,HK
2018-09-07,273.4,279.3,270.08,276.72,43323548,12580758574.0,HK.00700,腾讯控股,HK
2018-09-10,278.56,281.51,272.11,273.77,26953835,7846844468.0,HK.00700,腾讯控股,HK
2018-09-11,273.77,274.14,267.87,268.61,32512891,9280993055.0,HK.00700,腾讯控股,HK
2018-09-12,272.3,272.66,266.03,268.98,25480931,7259802841.0,HK.00700,腾讯控股,HK
2018-09-13,274.88,283.17,274.14,283.17,33450162,9839865329.0,HK.00700,腾讯控股,HK
2018-09-14,288.89,290.55,287.05,288.89,28668789,8722510368.0,HK.00700,腾讯控股,HK
2018-09-17,284.28,285.2,278.38,278.93,20462576,6055431708.0,HK.00700,腾讯控股,HK
2018-09-18,275.06,282.81,271.37,277.83,26558259,7734147502.0,HK.00700,腾讯控股,HK
2018-09-19,279.67,285.94,278.93,281.15,22535362,6705439988.0,HK.00700,腾讯控股,HK
2018-09-20,287.97,287.97,280.78,283.54,21122012,6324594603.0,HK.00700,腾讯控股,HK
2018-09-21,286.68,292.95,285.2,292.95,32676547,9972405879.0,HK.00700,腾讯控股,HK
2018-09-24,290.92,291.1,285.2,286.86,20109147,6099118219.0,HK.00700,腾讯控股,HK
2018-09-26,290.18,291.29,287.05,288.89,25077810,7637072431.0,HK.00700,腾讯控股,HK
2018-09-27,291.84,291.84,281.33,284.65,21665865,6492568341.0,HK.00700,腾讯控股,HK
2018-09-28,286.68,286.68,280.78,282.62,17812770,5307303259.0,HK.00700,腾讯控股,HK
2018-10-02,284.28,284.28,275.06,276.91,23564093,6909856384.0,HK.00700,腾讯控股,HK
2018-10-03,273.22,279.3,273.22,275.98,14258188,4153947636.0,HK.00700,腾讯控股,HK
2018-10-04,275.43,275.43,267.69,268.98,24352204,6940560581.0,HK.00700,腾讯控股,HK
2018-10-05,265.84,268.42,263.45,265.84,23189756,6515745454.0,HK.00700,腾讯控股,HK
2018-10-08,266.58,267.5,260.31,260.31,24100581,6706752818.0,HK.00700,腾讯控股,HK
2018-10-09,261.23,262.52,255.52,255.52,28311409,7756459262.0,HK.00700,腾讯控股,HK
2018-10-10,255.7,258.28,247.96,248.7,36123584,9682929657.0,HK.00700,腾讯控股,HK
2018-10-11,237.27,237.82,228.97,230.81,73358619,18154309427.0,HK.00700,腾讯控股,HK
2018-10-12,240.03,251.65,236.34,250.54,59029067,15288533420.0,HK.00700,腾讯控股,HK
2018-10-15,253.49,253.49,240.95,245.38,29927418,7805209717.0,HK.00700,腾讯控股,HK
2018-10-16,245.75,246.3,236.53,244.09,27240203,6996768068.0,HK.00700,腾讯控股,HK
2018-10-18,248.33,248.33,236.71,243.72,23845918,6147208472.0,HK.00700,腾讯控股,HK
2018-10-19,238.37,248.51,236.71,244.64,27370296,7082417446.0,HK.00700,腾讯控股,HK
2018-10-22,244.64,255.52,243.35,253.12,30639919,8166203728.0,HK.00700,腾讯控股,HK
2018-10-23,254.78,254.78,240.03,240.77,33585414,8757471214.0,HK.00700,腾讯控股,HK
2018-10-24,245.19,247.22,235.42,238.93,28615934,7330458885.0,HK.00700,腾讯控股,HK
2018-10-25,230.63,233.58,228.97,232.66,33749225,8321286254.0,HK.00700,腾讯控股,HK
2018-10-26,232.66,233.39,223.81,224.36,28619951,6943417405.0,HK.00700,腾讯控股,HK
2018-10-29,228.6,228.6,219.75,224.36,26055801,6223185154.0,HK.00700,腾讯控股,HK
2018-10-30,220.67,222.52,216.43,217.17,31984212,7507062340.0,HK.00700,腾讯控股,HK
2018-10-31,221.78,230.81,221.23,230.81,37270625,8989294179.0,HK.00700,腾讯控股,HK
2018-11-01,238.19,245.75,234.87,240.77,44557544,11383296917.0,HK.00700,腾讯控股,HK
2018-11-02,256.62,264.74,251.46,264.55,72584528,19929349662.0,HK.00700,腾讯控股,HK
2018-11-05,256.26,257.92,249.07,254.23,29528174,7947280648.0,HK.00700,腾讯控股,HK
2018-11-06,256.44,256.44,248.33,253.86,25313543,6776253433.0,HK.00700,腾讯控股,HK
2018-11-07,255.15,262.89,248.33,255.15,27906786,7538664085.0,HK.00700,腾讯控股,HK
2018-11-08,262.16,262.71,253.86,255.33,33244201,9101575075.0,HK.00700,腾讯控股,HK
2018-11-09,249.8,249.8,241.14,242.06,31202772,8117498928.0,HK.00700,腾讯控股,HK
2018-11-12,238.56,239.85,233.58,234.13,29613432,7446841528.0,HK.00700,腾讯控股,HK
2018-11-13,226.2,238.56,224.36,237.63,36303932,8935609891.0,HK.00700,腾讯控股,HK
2018-11-14,239.11,239.66,233.76,235.61,23143532,5823137350.0,HK.00700,腾讯控股,HK
2018-11-15,246.48,250.91,240.58,250.17,49925903,13049800784.0,HK.00700,腾讯控股,HK
2018-11-16,252.02,253.31,248.14,252.38,28117555,7485051551.0,HK.00700,腾讯控股,HK
2018-11-19,254.78,256.44,251.46,253.12,19570106,5261725519.0,HK.00700,腾讯控股,HK
2018-11-20,246.67,247.41,243.53,244.27,18507878,4820875559.0,HK.00700,腾讯控股,HK
2018-11-21,240.4,253.31,240.03,251.65,24253130,6417643946.0,HK.00700,腾讯控股,HK
2018-11-22,256.81,259.02,252.57,256.62,21651419,5864498821.0,HK.00700,腾讯控股,HK
